AMAZONAS,ANCASH,APURIMAC,AREQUIPA,AYACUCHO,CAJAMARCA,CALLAO,CUSCO,EXTRANJERO,HUANCAVELICA,HUANUCO,ICA,JUNIN,LA LIBERTAD,LAMBAYEQUE,LIMA,LORETO,MADRE DE DIOS,MOQUEGUA,PASCO,PIURA,PUNO,SAN MARTIN,SIN REGISTRO,TACNA,TUMBES,UCAYALI
1.0,9.0,4.0,18.0,6.0,10.0,10.0,18.0,1.0,6.0,10.0,12.0,22.0,13.0,1.0,97.0,5.0,1.0,2.0,3.0,21.0,15.0,4.0,0.0,5.0,3.0,5.0
6.0,14.0,2.0,25.0,6.0,7.0,13.0,22.0,1.0,2.0,4.0,9.0,17.0,23.0,1.0,71.0,2.0,2.0,4.0,2.0,9.0,12.0,6.0,0.0,2.0,0.0,8.0
3.0,11.0,4.0,15.0,9.0,13.0,10.0,16.0,2.0,4.0,6.0,11.0,17.0,29.0,1.0,79.0,2.0,5.0,4.0,1.0,8.0,12.0,9.0,2.0,4.0,6.0,11.0
0.0,14.0,2.0,10.0,4.0,4.0,15.0,17.0,0.0,7.0,5.0,15.0,22.0,21.0,1.0,90.0,9.0,2.0,2.0,1.0,15.0,18.0,5.0,0.0,5.0,7.0,8.0
1.0,23.0,3.0,23.0,3.0,9.0,15.0,24.0,1.0,7.0,3.0,12.0,16.0,31.0,1.0,71.0,9.0,4.0,3.0,1.0,12.0,5.0,6.0,0.0,4.0,1.0,6.0
0.0,19.0,6.0,17.0,5.0,6.0,11.0,12.0,0.0,5.0,5.0,11.0,15.0,25.0,1.0,70.0,6.0,2.0,1.0,1.0,15.0,9.0,8.0,0.0,5.0,0.0,4.0
5.0,7.0,6.0,21.0,8.0,11.0,14.0,11.0,0.0,7.0,8.0,10.0,15.0,20.0,1.0,73.0,7.0,0.0,3.0,2.0,14.0,16.0,5.0,0.0,3.0,1.0,7.0
0.0,11.0,1.0,15.0,11.0,9.0,19.0,15.0,2.0,6.0,10.0,6.0,11.0,24.0,1.0,90.0,3.0,2.0,1.0,2.0,12.0,22.0,8.0,1.0,5.0,1.0,4.0
2.0,18.0,6.0,20.0,4.0,5.0,8.0,21.0,0.0,4.0,5.0,10.0,16.0,18.0,3.0,83.0,3.0,1.0,3.0,2.0,16.0,14.0,7.0,0.0,6.0,2.0,4.0
3.0,21.0,6.0,14.0,11.0,9.0,11.0,14.0,0.0,4.0,10.0,12.0,16.0,29.0,2.0,80.0,4.0,1.0,1.0,3.0,10.0,15.0,4.0,1.0,7.0,5.0,6.0
2.0,12.0,2.0,18.0,5.0,5.0,16.0,21.0,0.0,5.0,8.0,14.0,8.0,18.0,1.0,79.0,6.0,2.0,2.0,1.0,18.0,17.0,6.0,0.0,3.0,1.0,9.0
1.0,17.0,5.0,26.0,6.0,11.0,11.0,16.0,1.0,9.0,5.0,8.0,15.0,20.0,1.0,83.0,7.0,1.0,5.0,1.0,17.0,14.0,2.0,2.0,3.0,2.0,7.0
2.0,16.0,1.0,24.0,0.0,4.0,10.0,16.0,0.0,3.0,13.0,10.0,16.0,21.0,3.0,103.0,8.0,2.0,3.0,1.0,11.0,19.0,10.0,0.0,2.0,2.0,8.0
3.0,12.0,5.0,18.0,10.0,11.0,11.0,12.0,0.0,5.0,9.0,15.0,16.0,20.0,2.0,74.0,4.0,4.0,4.0,0.0,11.0,26.0,5.0,0.0,8.0,3.0,5.0
4.0,14.0,4.0,19.0,6.0,6.0,7.0,16.0,0.0,3.0,11.0,19.0,17.0,19.0,1.0,92.0,3.0,1.0,3.0,0.0,15.0,10.0,8.0,0.0,1.0,0.0,2.0
2.0,18.0,6.0,22.0,3.0,12.0,9.0,13.0,0.0,3.0,3.0,17.0,10.0,21.0,0.0,66.0,10.0,2.0,6.0,3.0,14.0,15.0,10.0,0.0,4.0,1.0,5.0
0.0,21.0,6.0,13.0,8.0,12.0,16.0,18.0,0.0,6.0,9.0,8.0,16.0,15.0,0.0,90.0,5.0,2.0,3.0,3.0,13.0,11.0,7.0,1.0,2.0,3.0,5.0
2.0,23.0,6.0,14.0,6.0,7.0,14.0,18.0,1.0,7.0,5.0,16.0,11.0,22.0,2.0,82.0,6.0,3.0,3.0,2.0,7.0,15.0,6.0,1.0,0.0,4.0,5.0
3.0,15.0,5.0,21.0,4.0,10.0,17.0,16.0,0.0,6.0,7.0,12.0,17.0,15.0,2.0,75.0,6.0,3.0,3.0,1.0,18.0,13.0,2.0,0.0,4.0,3.0,5.0
0.0,14.0,6.0,20.0,7.0,9.0,8.0,8.0,0.0,7.0,8.0,11.0,15.0,22.0,3.0,71.0,2.0,0.0,5.0,0.0,20.0,23.0,3.0,0.0,4.0,2.0,4.0
4.0,10.0,9.0,21.0,4.0,5.0,8.0,27.0,1.0,4.0,13.0,13.0,18.0,23.0,0.0,78.0,3.0,0.0,3.0,1.0,11.0,18.0,5.0,0.0,1.0,5.0,3.0
1.0,17.0,4.0,17.0,3.0,6.0,7.0,15.0,0.0,1.0,6.0,15.0,13.0,16.0,2.0,73.0,7.0,2.0,0.0,3.0,21.0,14.0,10.0,1.0,5.0,5.0,3.0
2.0,15.0,3.0,18.0,4.0,9.0,12.0,18.0,2.0,5.0,9.0,14.0,25.0,17.0,1.0,86.0,3.0,2.0,1.0,0.0,14.0,22.0,11.0,2.0,6.0,1.0,5.0
3.0,15.0,1.0,25.0,5.0,8.0,15.0,20.0,5.0,6.0,4.0,15.0,17.0,20.0,0.0,79.0,4.0,1.0,1.0,2.0,19.0,15.0,6.0,1.0,4.0,4.0,4.0
1.0,14.0,5.0,12.0,6.0,11.0,5.0,12.0,0.0,3.0,6.0,15.0,9.0,19.0,4.0,86.0,5.0,2.0,2.0,1.0,16.0,12.0,5.0,1.0,0.0,0.0,8.0
1.0,20.0,6.0,19.0,5.0,11.0,12.0,13.0,1.0,4.0,11.0,11.0,18.0,10.0,2.0,90.0,7.0,0.0,4.0,1.0,17.0,19.0,9.0,2.0,2.0,2.0,5.0
3.0,15.0,6.0,14.0,8.0,10.0,10.0,17.0,1.0,4.0,6.0,7.0,17.0,14.0,2.0,99.0,10.0,2.0,3.0,2.0,11.0,12.0,9.0,1.0,3.0,1.0,7.0
0.0,16.0,3.0,16.0,6.0,10.0,16.0,18.0,0.0,10.0,11.0,14.0,20.0,26.0,4.0,100.0,6.0,2.0,1.0,3.0,14.0,15.0,8.0,2.0,7.0,4.0,9.0
2.0,16.0,2.0,24.0,5.0,11.0,12.0,12.0,1.0,3.0,11.0,8.0,15.0,14.0,2.0,90.0,4.0,0.0,1.0,3.0,14.0,13.0,12.0,0.0,3.0,0.0,5.0
6.0,13.0,6.0,14.0,8.0,7.0,6.0,12.0,1.0,8.0,4.0,15.0,16.0,27.0,6.0,93.0,7.0,2.0,2.0,1.0,10.0,12.0,9.0,0.0,1.0,5.0,4.0
1.0,15.0,2.0,18.0,8.0,4.0,10.0,14.0,1.0,4.0,10.0,11.0,10.0,20.0,3.0,75.0,7.0,2.0,2.0,2.0,14.0,15.0,6.0,0.0,1.0,4.0,8.0
2.0,12.0,4.0,17.0,4.0,7.0,18.0,16.0,0.0,4.0,2.0,12.0,24.0,16.0,0.0,99.0,10.0,1.0,1.0,0.0,18.0,17.0,4.0,1.0,9.0,3.0,8.0
4.0,16.0,2.0,22.0,2.0,6.0,15.0,23.0,0.0,4.0,5.0,14.0,14.0,17.0,2.0,79.0,5.0,4.0,3.0,0.0,15.0,17.0,5.0,0.0,6.0,2.0,9.0
1.0,18.0,1.0,22.0,12.0,2.0,12.0,8.0,0.0,4.0,6.0,12.0,22.0,21.0,2.0,87.0,5.0,1.0,1.0,2.0,17.0,11.0,17.0,0.0,4.0,3.0,5.0
4.0,15.0,5.0,23.0,6.0,10.0,11.0,11.0,0.0,9.0,10.0,14.0,15.0,18.0,0.0,87.0,3.0,3.0,3.0,0.0,9.0,15.0,8.0,2.0,4.0,3.0,5.0
1.0,16.0,1.0,22.0,10.0,11.0,15.0,14.0,0.0,8.0,3.0,14.0,15.0,16.0,2.0,95.0,5.0,1.0,3.0,2.0,12.0,7.0,2.0,1.0,7.0,3.0,5.0
5.0,14.0,2.0,28.0,8.0,10.0,12.0,13.0,2.0,6.0,8.0,13.0,14.0,17.0,1.0,119.0,5.0,1.0,4.0,0.0,14.0,17.0,8.0,0.0,5.0,3.0,6.0
0.0,18.0,7.0,13.0,2.0,16.0,11.0,20.0,0.0,7.0,6.0,20.0,12.0,26.0,0.0,87.0,13.0,2.0,2.0,2.0,17.0,11.0,7.0,0.0,4.0,4.0,2.0
4.0,16.0,2.0,20.0,6.0,8.0,11.0,18.0,1.0,1.0,20.0,7.0,13.0,19.0,4.0,88.0,4.0,2.0,2.0,1.0,15.0,12.0,6.0,0.0,2.0,3.0,6.0
4.0,6.0,0.0,17.0,3.0,9.0,13.0,23.0,1.0,5.0,9.0,17.0,32.0,24.0,1.0,85.0,5.0,0.0,1.0,1.0,22.0,15.0,0.0,1.0,6.0,2.0,7.0
3.0,18.0,5.0,21.0,2.0,17.0,10.0,20.0,3.0,7.0,8.0,8.0,16.0,25.0,3.0,95.0,2.0,3.0,5.0,1.0,9.0,17.0,5.0,0.0,8.0,4.0,1.0
3.0,14.0,6.0,16.0,2.0,8.0,13.0,12.0,1.0,8.0,4.0,13.0,16.0,22.0,2.0,104.0,5.0,3.0,5.0,0.0,16.0,11.0,5.0,0.0,1.0,2.0,7.0
4.0,10.0,6.0,21.0,6.0,13.0,12.0,14.0,1.0,2.0,8.0,11.0,19.0,25.0,1.0,82.0,12.0,4.0,3.0,1.0,18.0,23.0,9.0,0.0,2.0,2.0,4.0
1.0,15.0,7.0,11.0,9.0,6.0,15.0,18.0,1.0,3.0,4.0,8.0,13.0,29.0,5.0,104.0,7.0,2.0,3.0,2.0,13.0,12.0,9.0,0.0,1.0,4.0,6.0
1.0,12.0,1.0,19.0,7.0,7.0,12.0,15.0,2.0,5.0,13.0,15.0,9.0,29.0,0.0,98.0,6.0,3.0,1.0,1.0,20.0,13.0,4.0,0.0,5.0,2.0,6.0
0.0,15.0,5.0,17.0,5.0,4.0,9.0,16.0,0.0,2.0,14.0,9.0,19.0,22.0,2.0,87.0,10.0,5.0,1.0,1.0,20.0,16.0,5.0,0.0,6.0,3.0,3.0
2.0,8.0,4.0,20.0,6.0,13.0,12.0,29.0,2.0,6.0,7.0,14.0,12.0,35.0,0.0,89.0,10.0,3.0,2.0,0.0,19.0,12.0,10.0,0.0,6.0,1.0,9.0
2.0,22.0,4.0,31.0,11.0,13.0,12.0,14.0,0.0,4.0,5.0,14.0,15.0,21.0,2.0,117.0,8.0,4.0,4.0,2.0,20.0,17.0,10.0,0.0,5.0,2.0,5.0
1.0,14.0,6.0,20.0,10.0,10.0,9.0,22.0,2.0,3.0,12.0,15.0,11.0,23.0,2.0,89.0,5.0,2.0,2.0,0.0,21.0,12.0,10.0,1.0,5.0,6.0,2.0
5.0,14.0,5.0,29.0,7.0,3.0,10.0,24.0,2.0,3.0,6.0,11.0,16.0,23.0,2.0,99.0,5.0,0.0,5.0,2.0,12.0,22.0,8.0,0.0,2.0,3.0,8.0
3.0,15.0,9.0,18.0,3.0,14.0,9.0,16.0,1.0,7.0,7.0,18.0,20.0,22.0,2.0,94.0,4.0,0.0,5.0,4.0,15.0,11.0,6.0,2.0,3.0,2.0,5.0
8.0,13.0,5.0,19.0,6.0,7.0,13.0,29.0,0.0,5.0,12.0,13.0,15.0,24.0,1.0,86.0,5.0,1.0,1.0,2.0,12.0,16.0,2.0,0.0,3.0,2.0,5.0
2.0,12.0,5.0,21.0,5.0,5.0,11.0,15.0,1.0,7.0,7.0,11.0,12.0,27.0,2.0,117.0,7.0,1.0,2.0,2.0,12.0,19.0,7.0,0.0,1.0,2.0,4.0
3.0,16.0,2.0,25.0,5.0,7.0,9.0,34.0,2.0,9.0,4.0,10.0,14.0,15.0,0.0,87.0,15.0,1.0,3.0,1.0,13.0,16.0,10.0,0.0,3.0,2.0,9.0
2.0,15.0,4.0,19.0,4.0,9.0,14.0,11.0,0.0,7.0,7.0,13.0,17.0,28.0,0.0,87.0,7.0,0.0,2.0,1.0,19.0,17.0,11.0,0.0,6.0,1.0,5.0
1.0,18.0,3.0,18.0,9.0,9.0,13.0,15.0,1.0,5.0,8.0,6.0,20.0,17.0,1.0,85.0,3.0,1.0,2.0,2.0,10.0,20.0,10.0,0.0,2.0,0.0,5.0
3.0,17.0,8.0,23.0,3.0,7.0,12.0,18.0,0.0,6.0,6.0,15.0,21.0,32.0,0.0,100.0,6.0,2.0,1.0,1.0,12.0,19.0,11.0,2.0,5.0,0.0,11.0
1.0,16.0,6.0,15.0,6.0,11.0,16.0,18.0,0.0,4.0,12.0,12.0,24.0,20.0,3.0,105.0,8.0,1.0,0.0,2.0,19.0,18.0,9.0,0.0,2.0,2.0,5.0
2.0,14.0,4.0,16.0,7.0,5.0,15.0,17.0,1.0,8.0,10.0,19.0,15.0,27.0,3.0,98.0,5.0,1.0,2.0,2.0,13.0,23.0,6.0,0.0,7.0,3.0,2.0
1.0,16.0,3.0,18.0,4.0,11.0,17.0,21.0,1.0,4.0,12.0,12.0,18.0,22.0,1.0,74.0,4.0,3.0,2.0,0.0,14.0,9.0,5.0,0.0,3.0,0.0,4.0
5.0,13.0,6.0,15.0,6.0,8.0,9.0,28.0,0.0,8.0,5.0,19.0,21.0,22.0,2.0,84.0,5.0,1.0,2.0,1.0,15.0,17.0,7.0,1.0,3.0,2.0,7.0
2.0,13.0,1.0,21.0,6.0,9.0,9.0,22.0,0.0,2.0,10.0,17.0,18.0,28.0,2.0,99.0,5.0,2.0,0.0,2.0,20.0,16.0,12.0,0.0,3.0,4.0,4.0
4.0,15.0,7.0,17.0,9.0,9.0,12.0,13.0,1.0,7.0,8.0,13.0,19.0,16.0,3.0,94.0,4.0,1.0,2.0,1.0,13.0,13.0,11.0,0.0,4.0,1.0,7.0
5.0,10.0,6.0,19.0,8.0,8.0,12.0,24.0,0.0,4.0,8.0,8.0,15.0,27.0,1.0,101.0,6.0,2.0,3.0,1.0,17.0,14.0,9.0,1.0,1.0,1.0,6.0
5.0,15.0,5.0,22.0,7.0,11.0,16.0,18.0,1.0,8.0,10.0,5.0,19.0,14.0,3.0,100.0,9.0,2.0,4.0,1.0,23.0,11.0,4.0,0.0,7.0,2.0,2.0
5.0,16.0,4.0,32.0,5.0,13.0,4.0,22.0,1.0,3.0,8.0,13.0,18.0,29.0,0.0,95.0,2.0,1.0,5.0,0.0,25.0,19.0,5.0,0.0,1.0,2.0,8.0
3.0,14.0,5.0,22.0,3.0,11.0,8.0,16.0,2.0,3.0,8.0,13.0,20.0,20.0,2.0,118.0,5.0,1.0,2.0,0.0,14.0,12.0,11.0,1.0,2.0,5.0,3.0
2.0,10.0,2.0,26.0,7.0,11.0,11.0,27.0,0.0,4.0,8.0,5.0,16.0,29.0,2.0,73.0,9.0,2.0,3.0,2.0,16.0,20.0,11.0,0.0,1.0,2.0,3.0
0.0,14.0,6.0,22.0,1.0,8.0,12.0,13.0,2.0,6.0,7.0,13.0,17.0,20.0,2.0,96.0,7.0,0.0,3.0,1.0,18.0,18.0,3.0,1.0,1.0,1.0,4.0
1.0,23.0,2.0,23.0,3.0,11.0,7.0,19.0,3.0,6.0,7.0,12.0,19.0,20.0,3.0,94.0,12.0,1.0,6.0,3.0,17.0,15.0,7.0,2.0,5.0,2.0,1.0
0.0,17.0,7.0,20.0,4.0,11.0,13.0,21.0,3.0,5.0,4.0,12.0,19.0,26.0,1.0,93.0,6.0,3.0,4.0,2.0,17.0,18.0,7.0,0.0,8.0,4.0,4.0
4.0,25.0,0.0,17.0,4.0,10.0,7.0,23.0,1.0,3.0,6.0,8.0,11.0,23.0,3.0,107.0,3.0,2.0,2.0,3.0,13.0,14.0,7.0,1.0,7.0,2.0,7.0
6.0,12.0,4.0,19.0,11.0,15.0,9.0,19.0,0.0,6.0,7.0,10.0,9.0,30.0,3.0,91.0,8.0,1.0,1.0,3.0,14.0,9.0,6.0,1.0,4.0,1.0,7.0
3.0,23.0,5.0,16.0,6.0,6.0,10.0,17.0,1.0,7.0,7.0,12.0,22.0,21.0,1.0,103.0,8.0,1.0,3.0,0.0,18.0,14.0,8.0,0.0,4.0,3.0,9.0
4.0,8.0,5.0,18.0,5.0,8.0,8.0,12.0,0.0,6.0,5.0,9.0,21.0,17.0,2.0,103.0,8.0,0.0,2.0,3.0,10.0,14.0,6.0,0.0,0.0,1.0,11.0
3.0,18.0,2.0,19.0,8.0,10.0,10.0,20.0,0.0,5.0,5.0,16.0,20.0,22.0,5.0,91.0,13.0,0.0,3.0,2.0,18.0,22.0,5.0,1.0,4.0,2.0,6.0
3.0,18.0,1.0,17.0,2.0,8.0,17.0,22.0,2.0,7.0,6.0,10.0,17.0,22.0,3.0,84.0,7.0,1.0,3.0,1.0,14.0,18.0,10.0,0.0,3.0,1.0,3.0
4.0,14.0,2.0,22.0,10.0,12.0,15.0,16.0,1.0,6.0,10.0,7.0,20.0,22.0,0.0,103.0,9.0,2.0,1.0,0.0,21.0,22.0,2.0,1.0,6.0,0.0,4.0
2.0,14.0,6.0,27.0,6.0,7.0,16.0,20.0,0.0,6.0,12.0,17.0,17.0,17.0,2.0,108.0,6.0,7.0,1.0,0.0,16.0,8.0,10.0,0.0,7.0,1.0,8.0
1.0,15.0,4.0,22.0,7.0,9.0,11.0,23.0,0.0,7.0,6.0,10.0,13.0,22.0,2.0,97.0,7.0,2.0,1.0,0.0,17.0,13.0,7.0,1.0,9.0,3.0,6.0
4.0,21.0,2.0,20.0,2.0,5.0,14.0,15.0,0.0,7.0,4.0,17.0,14.0,26.0,0.0,103.0,8.0,2.0,7.0,3.0,13.0,17.0,6.0,0.0,2.0,1.0,9.0
0.0,17.0,4.0,24.0,6.0,6.0,12.0,16.0,2.0,5.0,8.0,6.0,19.0,24.0,0.0,87.0,4.0,2.0,3.0,3.0,20.0,22.0,15.0,0.0,5.0,3.0,2.0
5.0,11.0,2.0,26.0,6.0,12.0,19.0,15.0,3.0,6.0,8.0,11.0,17.0,26.0,1.0,91.0,4.0,0.0,3.0,3.0,21.0,21.0,7.0,1.0,3.0,4.0,2.0
3.0,16.0,3.0,20.0,1.0,12.0,10.0,15.0,0.0,4.0,5.0,18.0,19.0,25.0,2.0,96.0,1.0,2.0,3.0,1.0,13.0,10.0,5.0,0.0,5.0,3.0,5.0
2.0,15.0,7.0,15.0,13.0,11.0,16.0,9.0,0.0,3.0,10.0,12.0,12.0,23.0,0.0,103.0,13.0,4.0,3.0,5.0,19.0,20.0,7.0,0.0,3.0,2.0,8.0
3.0,13.0,9.0,15.0,8.0,8.0,5.0,20.0,1.0,2.0,3.0,15.0,12.0,19.0,0.0,102.0,8.0,2.0,2.0,3.0,19.0,14.0,11.0,1.0,5.0,2.0,7.0
0.0,19.0,4.0,21.0,3.0,8.0,17.0,12.0,0.0,1.0,11.0,14.0,12.0,21.0,2.0,93.0,5.0,2.0,1.0,2.0,11.0,22.0,8.0,0.0,6.0,1.0,2.0
1.0,18.0,2.0,24.0,7.0,16.0,20.0,17.0,2.0,12.0,8.0,12.0,24.0,29.0,3.0,89.0,4.0,3.0,2.0,1.0,12.0,28.0,10.0,0.0,4.0,6.0,3.0
8.0,23.0,3.0,22.0,3.0,6.0,18.0,18.0,2.0,4.0,2.0,18.0,17.0,25.0,1.0,111.0,4.0,2.0,0.0,3.0,15.0,21.0,7.0,0.0,3.0,2.0,3.0
5.0,14.0,4.0,22.0,5.0,8.0,19.0,26.0,1.0,5.0,5.0,10.0,17.0,27.0,4.0,97.0,4.0,5.0,2.0,0.0,20.0,15.0,9.0,0.0,5.0,2.0,5.0
3.0,15.0,8.0,28.0,4.0,10.0,13.0,17.0,0.0,8.0,8.0,11.0,19.0,23.0,3.0,99.0,8.0,5.0,3.0,4.0,16.0,14.0,2.0,0.0,6.0,2.0,10.0
2.0,16.0,2.0,21.0,3.0,11.0,12.0,13.0,1.0,5.0,4.0,7.0,29.0,19.0,7.0,96.0,5.0,1.0,1.0,2.0,13.0,16.0,15.0,0.0,0.0,1.0,4.0
2.0,18.0,5.0,18.0,7.0,11.0,10.0,13.0,1.0,6.0,7.0,8.0,16.0,19.0,0.0,85.0,7.0,5.0,2.0,1.0,14.0,18.0,9.0,1.0,4.0,3.0,2.0
4.0,22.0,5.0,17.0,7.0,8.0,10.0,25.0,1.0,5.0,6.0,17.0,14.0,30.0,3.0,93.0,6.0,1.0,1.0,2.0,18.0,17.0,11.0,0.0,11.0,2.0,10.0
5.0,17.0,5.0,19.0,6.0,13.0,15.0,10.0,0.0,5.0,6.0,11.0,15.0,22.0,2.0,109.0,3.0,2.0,6.0,3.0,13.0,11.0,6.0,0.0,6.0,1.0,12.0
1.0,9.0,8.0,19.0,5.0,5.0,12.0,24.0,1.0,2.0,10.0,7.0,11.0,27.0,1.0,103.0,2.0,2.0,5.0,1.0,12.0,10.0,5.0,0.0,2.0,3.0,2.0
1.0,17.0,2.0,14.0,8.0,18.0,14.0,18.0,2.0,7.0,10.0,19.0,15.0,25.0,2.0,110.0,9.0,0.0,1.0,2.0,20.0,20.0,9.0,1.0,7.0,2.0,6.0
3.0,11.0,3.0,19.0,4.0,8.0,20.0,18.0,0.0,6.0,7.0,14.0,21.0,33.0,0.0,111.0,3.0,2.0,3.0,6.0,9.0,14.0,8.0,1.0,3.0,2.0,4.0
3.0,14.0,6.0,15.0,5.0,11.0,16.0,21.0,1.0,5.0,4.0,6.0,12.0,27.0,2.0,104.0,6.0,2.0,1.0,0.0,12.0,18.0,6.0,2.0,3.0,0.0,8.0
5.0,18.0,4.0,21.0,5.0,3.0,16.0,18.0,0.0,6.0,9.0,16.0,16.0,18.0,0.0,114.0,10.0,1.0,2.0,2.0,12.0,24.0,5.0,0.0,7.0,0.0,7.0
3.0,16.0,4.0,21.0,9.0,9.0,24.0,28.0,0.0,8.0,9.0,7.0,14.0,27.0,4.0,102.0,5.0,1.0,1.0,1.0,20.0,13.0,5.0,0.0,1.0,1.0,5.0
4.0,19.0,8.0,27.0,4.0,9.0,15.0,20.0,0.0,6.0,10.0,14.0,21.0,17.0,1.0,98.0,11.0,2.0,3.0,3.0,22.0,17.0,9.0,0.0,1.0,3.0,6.0
2.0,16.0,8.0,24.0,8.0,13.0,5.0,16.0,1.0,5.0,10.0,9.0,20.0,27.0,1.0,102.0,3.0,3.0,3.0,0.0,11.0,14.0,8.0,0.0,5.0,3.0,10.0
8.0,17.0,3.0,19.0,7.0,10.0,13.0,14.0,0.0,10.0,11.0,17.0,20.0,25.0,1.0,94.0,6.0,2.0,1.0,3.0,10.0,17.0,5.0,1.0,5.0,2.0,4.0
1.0,18.0,4.0,20.0,5.0,9.0,9.0,19.0,1.0,6.0,6.0,11.0,22.0,23.0,3.0,102.0,10.0,3.0,1.0,0.0,19.0,16.0,11.0,0.0,6.0,3.0,4.0
3.0,22.0,3.0,23.0,6.0,8.0,10.0,16.0,0.0,4.0,3.0,9.0,15.0,22.0,0.0,97.0,6.0,2.0,4.0,2.0,20.0,15.0,5.0,0.0,3.0,3.0,1.0
4.0,19.0,3.0,23.0,7.0,5.0,15.0,17.0,1.0,6.0,11.0,8.0,22.0,31.0,0.0,106.0,5.0,2.0,4.0,2.0,11.0,18.0,4.0,0.0,8.0,1.0,4.0
0.0,21.0,6.0,20.0,6.0,8.0,11.0,12.0,0.0,3.0,6.0,13.0,15.0,24.0,2.0,79.0,6.0,1.0,2.0,2.0,17.0,10.0,5.0,0.0,1.0,2.0,3.0
2.0,13.0,7.0,24.0,5.0,7.0,9.0,25.0,0.0,7.0,5.0,9.0,14.0,20.0,0.0,102.0,3.0,1.0,4.0,3.0,15.0,7.0,2.0,0.0,3.0,0.0,6.0
5.0,26.0,6.0,12.0,10.0,9.0,5.0,26.0,0.0,15.0,9.0,7.0,13.0,15.0,2.0,106.0,7.0,0.0,5.0,1.0,15.0,27.0,7.0,0.0,7.0,2.0,5.0
5.0,20.0,9.0,22.0,5.0,12.0,13.0,11.0,2.0,7.0,2.0,21.0,20.0,13.0,1.0,108.0,11.0,3.0,3.0,2.0,12.0,15.0,3.0,0.0,4.0,2.0,5.0
3.0,18.0,9.0,15.0,10.0,14.0,12.0,20.0,0.0,10.0,7.0,19.0,16.0,27.0,2.0,122.0,6.0,5.0,4.0,3.0,15.0,13.0,6.0,0.0,3.0,3.0,2.0
4.0,19.0,1.0,17.0,4.0,7.0,12.0,17.0,1.0,5.0,12.0,10.0,16.0,26.0,3.0,105.0,4.0,0.0,2.0,2.0,13.0,16.0,7.0,1.0,6.0,3.0,7.0
3.0,10.0,4.0,18.0,9.0,9.0,12.0,15.0,0.0,9.0,7.0,20.0,16.0,15.0,0.0,92.0,4.0,1.0,6.0,2.0,15.0,20.0,8.0,0.0,4.0,3.0,5.0
3.0,8.0,4.0,15.0,2.0,8.0,9.0,16.0,0.0,7.0,7.0,11.0,9.0,26.0,0.0,91.0,7.0,1.0,2.0,4.0,13.0,17.0,9.0,1.0,6.0,4.0,4.0
3.0,15.0,4.0,19.0,5.0,5.0,8.0,18.0,2.0,7.0,7.0,12.0,15.0,21.0,0.0,80.0,3.0,2.0,0.0,1.0,8.0,10.0,6.0,1.0,3.0,1.0,5.0
4.0,11.0,6.0,21.0,7.0,11.0,10.0,17.0,2.0,3.0,12.0,10.0,11.0,22.0,1.0,80.0,9.0,2.0,2.0,1.0,32.0,18.0,12.0,1.0,3.0,5.0,3.0
2.0,6.0,6.0,20.0,2.0,4.0,16.0,22.0,0.0,6.0,4.0,6.0,17.0,24.0,2.0,97.0,5.0,1.0,4.0,4.0,13.0,16.0,8.0,0.0,3.0,4.0,3.0
3.0,20.0,6.0,13.0,3.0,8.0,12.0,14.0,0.0,8.0,5.0,10.0,21.0,15.0,2.0,104.0,9.0,1.0,0.0,1.0,15.0,19.0,6.0,0.0,2.0,3.0,5.0
2.0,15.0,11.0,13.0,8.0,9.0,14.0,16.0,1.0,6.0,3.0,13.0,19.0,26.0,1.0,118.0,4.0,0.0,6.0,2.0,16.0,18.0,7.0,0.0,5.0,4.0,6.0
5.0,13.0,3.0,17.0,2.0,9.0,22.0,13.0,1.0,4.0,14.0,9.0,21.0,24.0,3.0,108.0,5.0,1.0,1.0,2.0,16.0,14.0,9.0,1.0,6.0,3.0,3.0
3.0,18.0,5.0,23.0,3.0,5.0,7.0,18.0,2.0,7.0,10.0,15.0,18.0,30.0,2.0,98.0,8.0,0.0,5.0,2.0,12.0,13.0,6.0,0.0,3.0,5.0,4.0
